id;naissanceDate;naissanceLieu;profession;classe;matricule;engageVolontaire;engageAnnee;uniteAffectation;decesLieu;decesDepartement;decesAge;residenceCanton;residenceCommune;residenceAdresse;grade;lieuSepulture;matriculeArme
150;24/10/1890;Savenay;boucher;;;;;52 Régiment d'infanterie coloniale;Souain;Marne;24;Savenay;Savenay;;Soldat;;0
151;25/09/1888;Assérac;manœoeuvre;1908;3193;non;;137 Régiment d'infanterie;Noyers;Meuse;25;Saint-Nazaire;Trignac;;Soldat;;1
152;02/07/1892;Saint-Aignan-Grandlieu;cultivateur;1912;3343;non;;116 Régiment d'infanterie;Vaux ;Meuse;24;Bouaye;Bouguenais;;Soldat;;1
154;10/02/1880;Fégréac;cultivateur;1900;94;non;;142 Régiment d'infanterie;Auberive;Marne;35;Saint-Nicolas-de-Redon;Fégréac;;Soldat;;1
155;13/12/1881;Nozay;marchand de vins;1901;674;non;;11 Section de commis et d'ouvriers d'administration;Nozay;Loire Inférieure;34;Nozay;Nozay;;Soldat;;1
156;20/09/1893;Rezé;ajusteur;1913;307;non;;2 Dépôt des équipages de la flotte;Nantes;Loire Inférieure;25;Bouaye;Rezé;;Quartien maitre mécanicien;Cimetière Saint-Pierre de Rezé;1
157;20/04/1875;Saint-Nazaire;boucher;1895;2957;non;;81 Régiment d'infanterie territoriale;Avesnes;Pas-de-Calais;40;Saint-Nazaire;Trignac;;Soldat;;1
158;;;navigateur;;;;;Regiment d'infanterie coloniale;;;21;Saint-Nazaire;Saint-Nazaire;;Soldat;;0
159;;;boucher;;;;;265 Régiment d'infanterie;Offemont;Territoire de Belfort;28;Saint-Etienne-de-Montluc;Vigneux-de-Bretagne;;;;0
160;16/09/1897;Saint-Nazaire;surnuméraire des P.T.T.;1917;1909;non;;93 Régiment d'infanterie;Pargny Filain;Aisne;20;Saint-Nazaire;Saint-Nazaire;;Caporal;;1
161;19/01/1894;Crossac;maçon;1914;2922;non;;80 Régiment d'infanterie;Verdun;Meuse;23;Pontchâteau;Crossac;;Caporal;Nécropole Nationale Bois de Bethelainville - Dombasle en Argonne;1
162;25/09/1892;Escoublac;cultivateur;1912;2682;non;;64 Régiment d'infanterie;Somme-Py;Marne;26;Guérande;Baule-Escoublac, La;;Caporal;;1
163;27/04/1883;Remouillé;charpentier;1903;1257;non;;1 Régiment d'infanterie coloniale;Moulin-de-Tous-Vents;Aisne;34;Bourgneuf-en-Retz;Bernerie-en-Retz, La;;Caporal;;1
164;01/05/1891;Pontchâteau;dessinateur;1911;1873;non;;1 Régiment de zouaves;Chambry;Seine-et-Marne;23;Nantes;Nantes;;caporal fourrier;Nécropole Nationale Chambry;1
165;12/04/1881;Trédion;;;;;;6 Régiment du génie;Angers;Maine-et-Loire;33;Nantes;Nantes;;Sapeur-Mineur;;0
166;04/06/1890;Saint-Nazaire;cultivateur;1910;3015;non;;137 Régiment d'infanterie;Noyers;;24;Saint-Nazaire;Pornichet;;Soldat;;1
167;23/10/1888;Saint-Lumine-de-Coutais;cultivateur;1908;1550;non;;93 Régiment d'infanterie;Fère-Champenoise, La;Marne;25;Pellerin, Le;Sainte-Pazanne;;Soldat;Nécropole Nationale Fere Champenoise;1
168;20/07/1882;Pont-Saint-Martin;cultivateur;1902;637;non;;265 Régiment d'infanterie;Saint-Crépin-au-Bois;Oise;32;Vertou;Vertou;;Soldat;Nécropole Nationale Royallieu;1
169;12/02/1889;Saint-Georges-de-Montaigu;cultivateur;1909;1296;non;;2 Régiment d'infanterie coloniale;Louvrechy;Somme;26;Clisson;Clisson;;Soldat;Nécropole Nationale Montdidier;1
170;29/12/1886;Saint-Georges-de-Montaigu;garçon d'hôtel;1906;1142;non;;64 Régiment d'infanterie;Saint-Pierre-lès-Bitry;;27;Clisson;Clisson;;Soldat;;1
171;14/04/1895;Crossac;cultivateur;1915;2048;non;;221 Régiment d'infanterie;Cuperly ;Marne;23;Pontchâteau;Crossac;;Soldat;Nécropole Nationale Mont Frenet - La Cheppe;1
172;30/01/1887;Escoublac;boucher;1907;3401;non;;29 Régiment d'infanterie;La Vallée-aux-Bleds;Aisne;37;Guérande;Baule-Escoublac, La;;Soldat;;1
173;11/02/1894;Escoublac;jardinier;1914;3476;non;;2 Régiment d'infanterie coloniale;Belloy-en-Santerre;Somme;22;Guérande;Baule-Escoublac, La;;Soldat;Nécropole Nationale Lihons;1
174;14/03/1884;Escoublac;jardinier;1904;2811;non;;51 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;30;Guérande;Baule-Escoublac, La;;Soldat;;1
175;23/02/1895;Escoublac;facteur;1915;2881;non;;2 Régiment d'infanterie coloniale;Escoublac;Loire Inférieure;21;Guérande;Baule-Escoublac, La;;Soldat;;1
176;31/12/1879;Saint-Nazaire;laboureur;1899;3460;non;;3 Régiment d'infanterie coloniale;navire le Provence 2;;37;Saint-Nazaire;Saint-Nazaire;;Soldat;;1
177;07/12/1876;Saint-Nazaire;employé  ;1896;3147;non;;101 Régiment d'infanterie;Bar-le-Duc;Meuse;38;Saint-Nazaire;Saint-Nazaire;;;;1
178;19/12/1885;Saint-Etienne-de-Montluc;cultivateur;1905;2420;non;;41 Régiment d'infanterie;Four-de-Paris;Marne;30;Saint-Etienne-de-Montluc;Saint-Etienne-de-Montluc;;Caporal;;1
179;15/02/1893;Clion, Le;cultivateur;1913;4182;oui;1914;93 Régiment d'infanterie;Maissin;Belgique;21;Pornic;Pornic;;Soldat;;1
180;21/04/1878;Vigneux-de-Bretagne;cultivateur;1898;2815;non;;81 Régiment d'infanterie territoriale;Hébuterne;Pas-de-Calais;36;Saint-Etienne-de-Montluc;Vigneux-de-Bretagne;;Soldat;;1
181;07/03/1894;Vigneux-de-Bretagne;cultivateur;1914;1063;non;;3 Bataillon de chasseurs à pied;Vaux;Meuse;22;Chapelle-sur-Erdre, La;Sautron;Le Fief;Soldat;Nécropole Nationale Belleray (Meuse) - tombe 889 B;1
182;26/02/1893;Treillières;cultivateur;1913;226;non;;135 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;22;Chapelle-sur-Erdre, La;Treillières;Fort-Lévêque;Soldat;Nécropole Nationale Notre Dame de Lorette - Ablain Saint Nazaire;1
183;11/04/1890;Vigneux-de-Bretagne;cultivateur;1910;2089;non;;137 Régiment d'infanterie;Fère-Champenoise, La;Marne;24;Saint-Etienne-de-Montluc;Vigneux-de-Bretagne;;Soldat;;1
184;13/08/1893;Vigneux-de-Bretagne;cultivateur;1913;3670;non;;155 Régiment d'infanterie;Saint Brieuc;Côtes-du-Nord;21;Saint-Etienne-de-Montluc;Vigneux-de-Bretagne;;Soldat;Carré Militaire Cimetière Saint Michel - Saint Brieuc;1
185;19/01/1890;Escoublac;jardinier;1910;3256;non;;137 Régiment d'infanterie;Tahure;Marne;25;Guérande;Baule-Escoublac, La;;Soldat;Carré Militaire La Baule Escoublac;1
186;11/02/1889;Nantes;fondeur;1909;2262;non;;15 Section d'infirmiers militaires;Paris;Seine;29;Nantes;Nantes;;Soldat;;1
187;;;cultivateur;;;;;77 Régiment d'infanterie;Villa-des-Rosiers;;28;Saint-Etienne-de-Montluc;Vigneux-de-Bretagne;;Soldat;;0
188;;;;;;;;65 Régiment d'infanterie;Boisselle, La;;;Nantes;Nantes;;Soldat;;0
189;;;cultivateur;;;;;8 Régiment de chasseurs;Saint-Michel;;26;Pornic;Saint-Michel-Chef-Chef;;;;0
190;30/06/1878;Treffieux;cultivateur;1898;855;non;;81 Régiment d'infanterie territoriale;Cayeux-en-Santerre;Somme;38;Nozay;Treffieux;;Chasseur ;;1
191;20/09/1875;Varades;laboureur;1895;555;;;82 Régiment d'infanterie territoriale;Auchonvillers;Somme;41;Varades;Varades;la Basse Meilleraie;Caporal;;1
192;29/03/1888;Paris;employé de commerce;1908;377;non;;65 Régiment d'infanterie;Croix-en-Champagne, La;Marne;27;Nantes;Nantes;;Caporal;Cimetière de la Miséricorde - Nantes;1
193;;;;;;;;65 Régiment d'infanterie;Thiaumont ;Meuse;;Nantes;Nantes;;Caporal;;0
194;16/02/1883;Saint-Sulpice-des-Landes;cultivateur;1903;250;non;;64 Régiment d'infanterie;Bécourt;Pas-de-Calais;31;Saint-Mars-la-Jaille;Saint-Sulpice-des-Landes;;Soldat;;1
195;15/06/1892;Avessac;domestique;1912;1318;non;;65 Régiment d'infanterie;Hébuterne;Pas-de-Calais;22;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
196;12/07/1881;Brains;cordonnier;1901;211;non;;3 Groupe d'artillerie de campagne;Nice;Alpes-Maritimes;37;Bouaye;Brains;;Soldat;Carré Militaire Nice;1
197;11/02/1880;Conquereuil;cordonnier;1900;248;non;;64 Régiment d'infanterie;Amiens;Somme;35;Châteaubriant;Châteaubriant;;Soldat;Nécropole Nationale Saint Acheul - Amiens;1
198;07/10/1880;Bouillé-Ménard;jardinier;1900;;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;34;Ligné;Couffé;;Soldat;;0
199;18/05/1875;Boissière-du-Doré, La;meunier;1895;138;non;;82 Régiment d'infanterie territoriale;Saint-Pol;Pas-de-Calais;39;Loroux-Bottereau, Le;Boissière-du-Doré, La;;Soldat;Nécropole Nationale Saint Pol sur Ternoise;1
200;1886;;cultivateur;;;;;64 Régiment d'infanterie;Serre;Pas-de-Calais;29;Loroux-Bottereau, Le;Loroux-Bottereau, Le;;Soldat;;0
201;17/08/1874;Oudon;pêcheur;1894;811;non;;11 Bataillon territorial du génie;Boesinghe;Belgique;41;Ancenis;Oudon;;Soldat;Nécropole Nationale Notre Dame de Lorette;1
202;03/10/1873;Nantes;employé de commerce;1893;663;non;;113 Régiment d'infanterie territoriale;Naufrage du Gallica;;43;Nantes;Nantes;;Soldat;;1
203;09/09/1898;Haute-Goulaine;cultivateur;1918;1293;non;;93 Régiment d'infanterie;Praize;Vosges;19;Vertou;Haute-Goulaine;Hégronnières;Soldat;;1
204;13/09/1892;Nantes;cordonnier;1912;483;non;;66 Régiment d'infanterie;Hald;;27;Nantes;Nantes;;Soldat;;1
205;24/03/1894;Saint-Aignan-de-Grand-Lieu;jardinier;1914;341;non;;135 Régiment d'infanterie;Agny;Pas-de-Calais;21;Vertou;Vertou;;Soldat;;1
206;16/10/1888;Ancenis;cultivateur;1908;343;non;;64 Régiment d'infanterie;Bécourt-la-Boiselle;Somme;25;Ancenis;Mésanger;;Soldat;;1
207;20/10/1897;Ancenis;cultivateur;1917;4;non;;53 Régiment d'infanterie coloniale;Bois-de-Savant;Marne;20;Ancenis;Mésanger;;Soldat;Nécropole Nationale Prieure de Binson - Chatillon sur Marne;1
208;07/10/1880;Nantes;étudiant en droit;1900;2119;non;;65 Régiment d'infanterie;Fricourt;Somme;34;Nantes;Nantes;;Sergent;;1
209;21/03/1892;Pluvigner;domestique;;;;;116 Régiment d'infanterie;Maissin;Belgique;22;Saint-Nazaire;Saint-Nazaire;;Soldat;;0
210;17/11/1875;Notre-Dame-des-Landes;cultivateur;1895;2535;non;;81 Régiment d'infanterie territoriale;Fay   ;Somme;41;Saint-Etienne-de-Montluc;Temple-de-Bretagne, Le;;Caporal;;1
211;07/08/1892;Angers;menuisier;1912;1;oui;1915;4 Régiment d'infanterie coloniale;Herbécourt;Somme;23;Ancenis;Ancenis;rue de Charost;Soldat;;1
213;;;;;;;;111 Régiment d'artillerie lourde;Ambulance 1/96;;;;;;Artilleur;;0
214;23/03/1879;Nantes;tailleur de pierre;1899;331;non;;81 Régiment d'infanterie territoriale;Nantes;Loire Inférieure;36;Nantes;Nantes;;Soldat;Carré Militaire La Bouteillerie - Nantes;1
215;23/01/1867;Nantes;menuisier;1887;59;non;;81 Régiment d'infanterie territoriale;Nantes;Loire Inférieure;48;Nantes;Nantes;;;;1
216;09/07/1883;Plessé;cultivateur;1903;2650;non;;70 Régiment d'infanterie;Epernay ;Marne;31;Saint-Nicolas-de-Redon;Plessé;;Soldat;Nécropole Nationale La Ferme de Suippes - Suippes;1
217;06/06/1888;Plessé;cultivateur;1908;2138;non;;265 Régiment d'infanterie;Moulin-sous-Touvent;Oise;26;Saint-Nicolas-de-Redon;Plessé;;Soldat;Nécropole Nationale Vic sur Aisne;1
218;02/05/1893;Plessé;domestique - cultivateur;1913;1668;non;;128 Régiment d'infanterie;Sonvaux;Meuse;22;Saint-Nicolas-de-Redon;Plessé;;Soldat;;1
219;04/05/1887;Plessé;cultivateur;1907;2939;non;;94 Régiment d'infanterie;Harazée, La;Marne;27;Saint-Nicolas-de-Redon;Plessé;;Soldat;Nécropole Nationale La Harazée - Vienne le Château;1
220;09/04/1883;Vigneux-de-Bretagne;cultivateur;1903;2251;non;;21 Régiment d'artillerie coloniale;Sakulevo (Ambulance N° 2);Macédoine (Grèce);34;Saint-Etienne-de-Montluc;Couëron;Bel Abord;Soldat;Nécropole de Bitola (Grèce) - tombe 428 ;1
221;26/04/1885;Guémené-Penfao;menuisier;1905;2100;non;;65 Régiment d'infanterie;Saint-Pierre-lès-Bitry;Oise;29;Guémené-Penfao;Guémené-Penfao;;Soldat;Nécropole Nationale Vic sur Aisne;1
222;16/08/1895;Avessac;cultivateur;1915;2719;non;;2 Régiment d'infanterie coloniale;Avessac;Loire Inférieure;24;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
223;03/09/1890;Louisfert;domestique;1910;2543;non;;4 Régiment d'infanterie coloniale;Silvica ;Serbie;27;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
224;06/02/1883;Carquefou;cultivateur;1903;1524;non;;64 Régiment d'infanterie;Serre;Pas-de-Calais;32;Carquefou;Carquefou;;Soldat;;1
225;09/04/1883;Vigneux-de-Bretagne;cultivateur;1903;2251;non;;21 Régiment d'artillerie coloniale;Sakuléro ;Grèce;34;Saint-Etienne-de-Montluc;Saint-Etienne-de-Montluc;;Soldat;;1
226;23/07/1890;Drefféac;cultivateur;1910;2783;non;;137 Régiment d'infanterie;Sedan;Marne;24;Saint-Gildas-des-Bois;Dréfféac;;Soldat;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
227;08/08/1898;Guémené-Penfao;cultivateur;1918;1506;non;;137 Régiment d'infanterie;Sainte-Marie-à-Py;Marne;20;Guémené-Penfao;Guémené-Penfao;;Soldat;;1
228;28/01/1885;Guémené-Penfao;cultivateur;1905;2075;non;;70 Régiment d'infanterie;Roclincourt;Pas-de-Calais;30;Guémené-Penfao;Guémené-Penfao;;Soldat;;1
229;11/04/1886;Guémené-Penfao;maréchal ferrant;1906;2573;non;;7 Régiment d'infanterie;Rocermont;Belgique;32;Guémené-Penfao;Guémené-Penfao;;Soldat;Carré Militaire - Carré Militaire Français - Liège;1
230;20/05/1898;Sion-les-Mines;cultivateur;1918;796;non;;21 Régiment de chasseurs;Brescia;Italie;21;Derval;Lusanger;;Soldat;;1
231;05/06/1888;Nantes;tailleur de pierre;1908;958;non;;77 Régiment d'infanterie;Pilken;Belgique;25;Nantes;Nantes;;Soldat;;1
232;30/06/1894;Plessé;ajusteur;1913;265;oui;1913;4 Dépôt des équipages de la flotte;Nantes;Loire Inférieure;22;Nantes;Nantes;;Matelot ;;1
233;20/04/1890;Nantes-Chantenay;menuisier;1910;935;non;;6 Régiment du génie;Champvoisy;Marne;28;Nantes;Nantes;;Soldat;;1
234;22/01/1893;Vallet;boucher;1913;1371;non;;110 Régiment d'infanterie;Mosloy;Aisne;25;Vallet;Vallet;;Caporal;;1
235;28/09/1879;Nantes;journalier;1899;429;non;;65 Régiment d'infanterie;Haute Indre;Loire Inférieure;38;Nantes;Nantes;;Soldat;Cimetière de la Bouteillerie - Nantes;1
236;19/09/1883;Nantes;;1903;3146;;;8 Régiment de chasseurs à cheval;Bar-le-Duc;Meuse;31;Nantes;Nantes;;Lieutenant;Carré Militaire de Bar le Duc;0
237;;;;;;;;;;;;;;;;;0
238;08/02/1885;Chantenay;tailleur de pierre;1905;1278;non;;6 Régiment du génie;Mans, Le;Sarthe;30;Nantes;Nantes;;Sapeur  ;;1
239;;;ajusteur;;;;;91 Régiment d'infanterie;Bois-Saint-Pierre;Vienne;27;Saint-Nazaire;Saint-Nazaire;;Soldat;;0
240;29/04/1875;Baugé;cuisinier;1895;;;;135 Régiment d'infanterie;Saint-Dizier ;Haute-Marne;41;Saint-Nazaire;Donges;;Soldat;Carré Militaire de la Nouée - Saint Dizier;0
241;16/12/1892;Saint-Martin-des-Bois;;;;;;66 Régiment d'infanterie;Sens ;Yonne;21;;;;Soldat;;0
242;16/08/1897;Saint-Jean-de-Corcoué;cultivateur;1917;341;non;;1 Groupe de cycliste;Châlons-sur-Marne ;Marne;21;Legé;Corcoué-sur-Logne;;Soldat;Carré Militaire de l'Est - Chalons en Champagne;1
243;09/12/1874;Saint-Mars-de-Coutais;cultivateur;1894;353;non;;14 Régiment d'infanterie territoriale;Harazée, La;Marne ;40;Machecoul;Saint-Mars-de-Coutais;;Soldat;;1
244;;;;;;;;Troupes Coloniales;;;;;;;Soldat;Carré Militaire Toutes Aides - Saint Nazaire;0
245;19/10/1890;Saint-Herblon;cultivateur;1910;344;non;;146 Régiment d'infanterie;Maricourt;Somme;25;Ancenis;Oudon;;Soldat;;1
246;22/03/1895;Nozay;cultivateur;1915;909;non;;37 Régiment d'infanterie coloniale;Salonique ;Grèce;22;Nozay;Nozay;;Soldat;;1
247;;;;;;;;116 Régiment d'infanterie;;;;Nantes;Nantes;;Caporal;;0
248;25/01/1894;Vertou;manoeuvre;1914;342;non;;135 Régiment d'infanterie;Vertou;Loire Inférieure;21;Vertou;Vertou;;Soldat;;1
249;17/04/1897;Saint-Père-en-Retz;manoeœuvre;1917;1421;non;;33 Régiment d'infanterie coloniale;Paris ;Seine;21;Vertou;Vertou;;Soldat;;1
250;19/01/1895;Avessac;cultivateur;1915;2720;non;;208 Régiment d'infanterie;Passy-en-Valois;Aisne;23;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
251;15/01/1892;Pannecé;cultivateur;1912;167;non;;135 Régiment d'infanterie;Lizerne;Belgique;23;Riaillé;Pannecé;;Soldat;;1
252;03/01/1894;Nantes;tourneur;1914;3;non;;327 Régiment d'infanterie;Lihons;Somme;22;Nantes;Nantes;;Soldat;;1
253;24/05/1886;Sainte-Pazanne;cultivateur;1906;1644;non;;70 Régiment d'infanterie;Mort-Homme - Combats de Verdun;Meuse;29;Pellerin, Le;Sainte-Pazanne;;Caporal;;1
254;30/05/1891;Saint-Philbert-de-Grand-Lieu;cultivateur;1911;1103;non;;5 Régiment de cuirassiers;Bois-de-la-Côte-104;Somme;26;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Conducteur ordonnance;Cimetière Civil de Saint Philbert de Grand Lieu;1
255;13/07/1875;Saint-Philbert-de-Grand-Lieu;maréchal ferrant;1895;225;non;;30 Régiment de dragons;Saint-Philbert-de-Grand-Lieu;Loire Inférieure;43;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Dragon ;;1
256;23/05/1895;Saint-Philbert-de-Grand-Lieu;cultivateur;1915;829;;;52 Régiment d'infanterie coloniale;Souain;Marne;20;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Soldat;;1
257;27/10/1880;Saint-Philbert-de-Grand-Lieu;cultivateur;1900;1456;non;;65 Régiment d'infanterie;Mesnil-les-Hurlus;Marne;34;Saint-Philbert-de-Grand-Lieu;Saint-Philbert-de-Grand-Lieu;;Soldat;;1
258;06/02/1893;Sainte-Pazanne;cultivateur;1913;4037;non;;132 Régiment d'infanterie;Doncourt-les-Longuyon;Meurthe-et-Moselle;21;Pellerin, Le;Sainte-Pazanne;;Soldat;;1
259;28/01/1881;Limouzinière, La;cultivateur;1901;518;non;;65 Régiment d'infanterie;Dernancourt;Somme;33;Saint-Philbert-de-Grand-Lieu;Limouzinière, La;;Soldat;;1
260;06/06/1876;Limouzinière, La;cultivateur;1896;3601;non;;65 Régiment d'infanterie;Nantes - Hopital complémentaire n°23;Loire Inférieure;41;Saint-Philbert-de-Grand-Lieu;Limouzinière, La;;Soldat;;1
261;05/10/1879;Limouzinière, La;cultivateur;1899;1103;non;;265 Régiment d'infanterie;Moulin-sous-Touvent;Oise;35;Saint-Philbert-de-Grand-Lieu;Limouzinière, La;La Priaudière;Soldat;;1
262;24/11/1894;Saint-Mars-de-Coutais;cultivateur;1904;3243;non;;65 Régiment d'infanterie;;Champagne;20;Machecoul;Saint-Mars-de-Coutais;;Soldat;;1
263;01/09/1890;Saint-Mars-de-Coutais;cultivateur vigneron;1910;1261;non;;137 Régiment d'infanterie;Acheux;Somme;25;Machecoul;Saint-Mars-de-Coutais;;Soldat;;1
264;03/04/1879;Sorinières, Les;commerçant;1899;1047;non;;266 Régiment d'artillerie ;Paris;Seine;39;Vertou;Sorinières, Les;;Maréchal des Logis;;1
265;08/05/1889;Vieillevigne;marchand;1909;1216;non;;93 Régiment d'infanterie;Verdun;Meuse;27;Aigrefeuille-sur-Maine;Vieillevigne;;Sergent;;1
266;;;commerçant;;;;;23 Régiment d'infanterie;Verdun;Meuse;27;Aigrefeuille-sur-Maine;Vieillevigne;;Sergent;;0
267;;;;;;;;53 Régiment d'infanterie coloniale;Paris;Seine;;Nantes;Nantes;;Soldat;;0
268;26/01/1886;Nantes;;;;;;127 Régiment d'infanterie;Bixschoote;Belgique;31;Nantes;Nantes;;Soldat;;0
269;13/10/1885;Chantenay;cultivateur;1905;1500;non;;65 Régiment d'infanterie;Canly;Oise;33;Nantes;Nantes;;Soldat;;1
270;27/06/1891;Ligné;cultivateur;1911;211;non;;60 Régiment d'artillerie;Fresnoy-lès-Roye;Somme;23;Ligné;Ligné;Pilavenière;Canonnier Conducteur ;Nécropole Nationale Beuvraignes - Tombe 889;1
271;07/12/1891;Nantes;tourneur;1912;3090;non;;;Furnes;Belgique;23;Nantes;Nantes;;Matelot;;1
272;24/03/1897;Ligné;laboureur;1917;320;non;;93 Régiment d'infanterie;Cerny-en-Laonnois;Aisne;20;Ligné;Ligné;La Haie Morice;Soldat;;1
273;24/09/1894;Lougeron;cultivateur;1914;1376;non;;409 Régiment d'infanterie;Vaux;;24;Clisson;Boussay;;Soldat;;1
274;22/04/1890;Thuré;;;;;;94 Régiment d'infanterie;Bazailles;Meurthe-et-Moselle;24;Nantes;Nantes;;Soldat;;0
275;25/09/1893;Vitry-sur-Seine;artiste lyrique;1913;808;non;;135 Régiment d'infanterie;Zillebeke;Belgique;21;;;;Soldat;;1
276;27/10/1883;Abbaretz;employé de commerce;1903;698;oui;1904;77 Régiment d'infanterie;Neuville-Saint-Vaast;Pas-de-Calais;31;;;;Adjudant;;1
277;29/03/1885;Saint-Nazaire;sabotier;1905;1325;non;;70 Régiment d'infanterie;Front de l'Aisne;Aisne;33;Nantes;Nantes;;Sergent;;1
278;23/07/1890;Assérac;cultivateur;1910;1999;non;;8 Bataillon de chasseurs à pied;Bagatelle ;Marne;24;Herbignac;Assérac;;Soldat;;1
279;25/09/1887;Conquereuil;cultivateur;1907;3107;non;;34 Régiment d'infanterie;Cramoiselle;Aisne;30;Guémené-Penfao;Conquereuil;;Soldat;Nécropole Nationale Loupeigne;1
280;08/04/1890;Derval;cultivateur;1910;458;non;;64 Régiment d'infanterie;Bulson;Ardennes;24;Derval;Derval;;Soldat;Nécropole Nationale La Marfée - Noyers Pont Maugis;1
281;11/04/1890;Guémené-Penfao;cultivateur;1910;2360;non;;407 Régiment d'infanterie;Guémené-Penfao;Loire Inférieure;28;Guémené-Penfao;Guémené-Penfao;;Canonnier Servant ;;1
282;14/01/1894;Plessé;instituteur;1914;2645;non;;2 Régiment d'infanterie coloniale;Fontaine-la-Houyette;Marne;21;Savenay;Campbon;Bourg;Caporal;Nécropole Nationale Sainte Menehould;1
283;05/03/1882;Guémené-Penfao;cultivateur;1902;2583;non;;65 Régiment d'infanterie;Touvent;Oise;33;Guémené-Penfao;Guémené-Penfao;;Caporal;Nécropole Nationale Royallieu - Compiegne;1
284;20/07/1889;Bain-de-Bretagne;;;;;;Aviation de Dunkerque;Disparu en mer;;27;Nantes;Nantes;;Quartier Maitre ;;0
285;31/07/1890;Conquereuil;mécanicien d'automobiles;1910;2409;non;;137 Régiment d'infanterie;Thiaumont;Meuse;25;Guémené-Penfao;Guémené-Penfao;;Sergent;Nécropole Nationale Douaumont - Fleury devant Douaumont;1
286;23/12/1889;Guémené-Penfao;cultivateur;1909;547;non;;77 Régiment d'infanterie;Avessac;Loire Inférieure;27;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
287;05/03/1896;Guémené-Penfao;cultivateur;1916;997;non;;360 Régiment d'infanterie;Brenelle;Aisne;21;Saint-Nicolas-de-Redon;Avessac;;Soldat;Nécropole Nationale Vauxbuin;1
288;31/05/1881;Avessac;cultivateur;1901;1993;non;;2 Régiment d'infanterie coloniale;Brest ;Finistère;34;Saint-Nicolas-de-Redon;Avessac;;Soldat;;1
289;10/07/1885;Derval;meunier;1905;1622;non;;7 Régiment de marche;Dardanelles;Turquie;29;Derval;Derval;;Soldat;;1
290;16/10/1896;Guémené-Penfao;cultivateur;1916;843;non;;210 Régiment d'infanterie;Les Rovets;;20;Guémené-Penfao;Guémené-Penfao;;Soldat;;1
291;25/11/1888;Guémené-Penfao;cultivateur;1908;2318;non;;77 Régiment d'infanterie;Bellevue;Belgique;25;Guémené-Penfao;Guémené-Penfao;;Soldat;;1
292;11/03/1891;Guémené-Penfao;cultivateur;1911;3138;non;;106 Régiment d'infanterie;Verdun ;Meuse;24;Guémené-Penfao;Guémené-Penfao;;Soldat;Nécropole Nationale Faubourg Pavé - Verdun;1
293;18/07/1885;Guémené-Penfao;cultivateur;1905;2120;non;;65 Régiment d'infanterie;Fay;Somme;30;Guémené-Penfao;Guémené-Penfao;;Soldat;;1
294;25/03/1874;Nozay;domestique;1894;1411;non;;82 Régiment d'infanterie territoriale;Hébuterne;Pas-de-Calais;40;Nantes;Nantes;;Soldat;;1
295;13/04/1882;Plessé;cultivateur;1902;2383;non;;70 Régiment d'infanterie;Munster;Haut-Rhin;35;Nantes;Nantes;;Soldat;Carré Militaire de la Bouteillerie - Nantes;1
296;;;employé;;;;;70 Régiment d'infanterie;;Allemagne;35;Saint-Nicolas-de-Redon;Avessac;;Soldat;;0
